tick;price
"-6528";31,346
"-6527";41,607
"-6526";39,853
"-6525";42,29
"-6524";24,636
"-6523";41,607
"-6522";39,853
"-6521";41,607
"-6520";20,244
"-6519";41,509
"-6518";22,188
"-6517";41,607
"-6516";41,509
"-6515";44,608
"-6514";41,607
"-6513";45,287
"-6512";41,607
"-6511";45,395
"-6510";42,091
"-6509";46,226
"-6508";52,032
"-6507";64,216
"-6506";45,287
"-6505";50,851
"-6504";69,495
"-6503";73,503
"-6502";69,34
"-6501";71,557
"-6500";77,402
"-6499";78,741
"-6498";69,495
"-6497";69,495
"-6496";78,741
"-6495";79,041
"-6494";69,495
"-6493";76,116
"-6492";76,116
"-6491";78,741
"-6490";69,495
"-6489";74,683
"-6488";69,495
"-6487";69,495
"-6486";69,195
"-6485";69,495
"-6484";52,206
"-6483";69,195
"-6482";50,708
"-6481";69,195
"-6480";42,39
"-6479";49,571
"-6478";44,608
"-6477";67,582
"-6476";41,607
"-6475";46,467
"-6474";44,608
"-6473";56,994
"-6472";44,608
"-6471";67,582
"-6470";53,629
"-6469";69,495
"-6468";55,134
"-6467";69,495
"-6466";69,195
"-6465";74,683
"-6464";78,741
"-6463";81,055
"-6462";78,741
"-6461";81,983
"-6460";107,685
"-6459";122,13
"-6458";83,937
"-6457";87,88
"-6456";80,537
"-6455";82,416
"-6454";78,741
"-6453";81,983
"-6452";68,318
"-6451";69,495
"-6450";67,582
"-6449";69,34
"-6448";45,381
"-6447";50,708
"-6446";44,81
"-6445";50,851
"-6444";41,509
"-6443";42,39
"-6442";41,509
"-6441";42,29
"-6440";34,411
"-6439";41,607
"-6438";39,853
"-6437";42,091
"-6436";31,227
"-6435";41,509
"-6434";29,064
"-6433";41,607
"-6432";9,445
"-6431";40,946
"-6430";10,491
"-6429";39,947
"-6428";8,591
"-6427";37,05
"-6426";9,482
"-6425";35,788
"-6424";6,947
"-6423";35,788
"-6422";6,947
"-6421";35,788
"-6420";10,726
"-6419";37,05
"-6418";10,726
"-6417";35,788
"-6416";7,414
"-6415";35,788
"-6414";7,516
"-6413";35,788
"-6412";9,374
"-6411";35,788
"-6410";6,947
"-6409";35,788
"-6408";35,788
"-6407";39,853
"-6406";11,478
"-6405";39,421
"-6404";40,946
"-6403";42,091
"-6402";21,287
"-6401";39,853
"-6400";44,628
"-6399";45,287
"-6398";39,853
"-6397";40,946
"-6396";46,467
"-6395";48,489
"-6394";41,607
"-6393";41,607
"-6392";42,29
"-6391";42,39
"-6390";39,853
"-6389";39,947
"-6388";41,509
"-6387";41,607
"-6386";20,244
"-6385";39,947
"-6384";9,445
"-6383";39,947
"-6382";9,445
"-6381";39,947
"-6380";7,148
"-6379";37,05
"-6378";12,152
"-6377";39,947
"-6376";6,947
"-6375";39,421
"-6374";22,188
"-6373";42,39
"-6372";41,607
"-6371";46,467
"-6370";45,395
"-6369";59,877
"-6368";64,216
"-6367";67,582
"-6366";48,354
"-6365";67,582
"-6364";76,116
"-6363";77,402
"-6362";69,495
"-6361";69,495
"-6360";78,741
"-6359";79,041
"-6358";69,495
"-6357";76,116
"-6356";69,34
"-6355";78,741
"-6354";76,116
"-6353";78,741
"-6352";46,467
"-6351";67,582
"-6350";45,987
"-6349";53,629
"-6348";39,947
"-6347";42,29
"-6346";39,947
"-6345";42,091
"-6344";36,106
"-6343";41,509
"-6342";35,015
"-6341";41,509
"-6340";31,994
"-6339";42,091
"-6338";39,947
"-6337";42,091
"-6336";15,291
"-6335";41,607
"-6334";17,816
"-6333";41,509
"-6332";9,262
"-6331";37,05
"-6330";11,993
"-6329";39,853
"-6328";11,296
"-6327";35,788
"-6326";9,262
"-6325";39,853
"-6324";12,152
"-6323";41,509
"-6322";12,152
"-6321";40,946
"-6320";42,29
"-6319";45,287
"-6318";41,607
"-6317";45,287
"-6316";67,582
"-6315";69,195
"-6314";49,571
"-6313";55,238
"-6312";83,937
"-6311";91,125
"-6310";80,336
"-6309";80,336
"-6308";217,659
"-6307";150,052
"-6306";88,173
"-6305";82,416
"-6304";87,88
"-6303";83,937
"-6302";78,741
"-6301";80,336
"-6300";75
"-6299";77,402
"-6298";73,17
"-6297";77,218
"-6296";73,317
"-6295";77,218
"-6294";71,426
"-6293";77,402
"-6292";77,402
"-6291";78,741
"-6290";73,317
"-6289";78,741
"-6288";71,242
"-6287";78,741
"-6286";71,242
"-6285";78,741
"-6284";69,495
"-6283";78,741
"-6282";76,116
"-6281";80,336
"-6280";69,495
"-6279";79,137
"-6278";78,741
"-6277";87,88
"-6276";80,336
"-6275";108,289
"-6274";116,246
"-6273";204,91
"-6272";87,88
"-6271";187,342
"-6270";97,064
"-6269";138,323
"-6268";299,597
"-6267";168,692
"-6266";138,812
"-6265";129,287
"-6264";116,135
"-6263";131,379
"-6262";114,265
"-6261";131,379
"-6260";103,335
"-6259";131,379
"-6258";92,977
"-6257";137,966
"-6256";74,683
"-6255";78,741
"-6254";74,565
"-6253";78,741
"-6252";69,195
"-6251";72,644
"-6250";69,34
"-6249";69,495
"-6248";48,928
"-6247";68,455
"-6246";49,806
"-6245";68,455
"-6244";39,853
"-6243";41,607
"-6242";39,947
"-6241";42,39
"-6240";35,015
"-6239";41,607
"-6238";39,853
"-6237";41,607
"-6236";32,926
"-6235";41,607
"-6234";39,853
"-6233";41,607
"-6232";32,758
"-6231";41,607
"-6230";39,853
"-6229";41,607
"-6228";40,946
"-6227";42,39
"-6226";40,946
"-6225";42,39
"-6224";42,39
"-6223";47,329
"-6222";42,39
"-6221";48,354
"-6220";69,195
"-6219";69,495
"-6218";69,195
"-6217";69,495
"-6216";124,625
"-6215";102,661
"-6214";83,937
"-6213";82,416
"-6212";225,826
"-6211";151,513
"-6210";100,41
"-6209";90,122
"-6208";187,342
"-6207";152,112
"-6206";87,88
"-6205";94,982
"-6204";80,336
"-6203";81,983
"-6202";77,252
"-6201";78,741
"-6200";76,116
"-6199";77,402
"-6198";73,17
"-6197";77,402
"-6196";77,402
"-6195";78,741
"-6194";72,326
"-6193";77,402
"-6192";71,426
"-6191";78,741
"-6190";71,242
"-6189";78,741
"-6188";69,495
"-6187";77,218
"-6186";69,495
"-6185";78,741
"-6184";69,195
"-6183";77,402
"-6182";77,402
"-6181";83,937
"-6180";79,137
"-6179";106,779
"-6178";117,416
"-6177";211,21
"-6176";128,191
"-6175";138,323
"-6174";94,399
"-6173";129,879
"-6172";234,17
"-6171";156,732
"-6170";121,546
"-6169";110,153
"-6168";234,17
"-6167";168,692
"-6166";133,582
"-6165";133,582
"-6164";107,53
"-6163";131,379
"-6162";106,598
"-6161";131,379
"-6160";74,29
"-6159";78,741
"-6158";73,605
"-6157";78,741
"-6156";69,195
"-6155";72,644
"-6154";69,34
"-6153";69,495
"-6152";52,669
"-6151";69,195
"-6150";50,883
"-6149";68,455
"-6148";39,853
"-6147";41,607
"-6146";39,853
"-6145";41,607
"-6144";34,411
"-6143";41,607
"-6142";39,853
"-6141";42,29
"-6140";31,994
"-6139";42,091
"-6138";39,947
"-6137";42,39
"-6136";31,994
"-6135";41,607
"-6134";39,853
"-6133";42,091
"-6132";42,091
"-6131";46,467
"-6130";42,39
"-6129";50,708
"-6128";50,851
"-6127";65,359
"-6126";45,395
"-6125";67,582
"-6124";69,495
"-6123";73,503
"-6122";69,195
"-6121";69,495
"-6120";101,609
"-6119";108,576
"-6118";83,937
"-6117";83,937
"-6116";212,504
"-6115";151,513
"-6114";88,203
"-6113";87,88
"-6112";90,122
"-6111";129,879
"-6110";83,937
"-6109";87,88
"-6108";81,983
"-6107";83,937
"-6106";78,741
"-6105";79,137
"-6104";77,402
"-6103";78,741
"-6102";74,565
"-6101";78,741
"-6100";78,741
"-6099";80,336
"-6098";78,741
"-6097";80,336
"-6096";73,605
"-6095";78,741
"-6094";77,218
"-6093";80,336
"-6092";76,116
"-6091";79,137
"-6090";78,741
"-6089";83,937
"-6088";78,741
"-6087";83,937
"-6086";82,416
"-6085";129,879
"-6084";87,88
"-6083";184,226
"-6082";130,943
"-6081";212,504
"-6080";132,801
"-6079";209,189
"-6078";135,065
"-6077";218,085
"-6076";311,533
"-6075";175,357
"-6074";152,115
"-6073";142,318
"-6072";147,76
"-6071";234,761
"-6070";155,304
"-6069";158,103
"-6068";133,582
"-6067";133,582
"-6066";133,582
"-6065";134,717
"-6064";107,53
"-6063";129,879
"-6062";107,53
"-6061";129,879
"-6060";77,402
"-6059";78,741
"-6058";77,402
"-6057";77,596
"-6056";71,426
"-6055";76,116
"-6054";76,116
"-6053";76,116
"-6052";54,746
"-6051";67,582
"-6050";61,413
"-6049";67,582
"-6048";42,39
"-6047";42,39
"-6046";42,39
"-6045";44,387
"-6044";39,546
"-6043";39,853
"-6042";39,853
"-6041";39,853
"-6040";38,247
"-6039";39,853
"-6038";39,853
"-6037";39,853
"-6036";40,946
"-6035";41,509
"-6034";40,946
"-6033";40,946
"-6032";42,39
"-6031";42,39
"-6030";42,39
"-6029";43,629
"-6028";69,34
"-6027";69,34
"-6026";69,34
"-6025";69,34
"-6024";187,342
"-6023";102,401
"-6022";87,88
"-6021";80,336
"-6020";212,504
"-6019";130,943
"-6018";115,38
"-6017";104,807
"-6016";234,653
"-6015";156,732
"-6014";130,943
"-6013";115,94
"-6012";112,837
"-6011";129,879
"-6010";108,338
"-6009";129,879
"-6008";107,53
"-6007";129,879
"-6006";103,335
"-6005";129,879
"-6004";129,879
"-6003";131,379
"-6002";103,335
"-6001";130,943
"-6000";90,122
"-5999";130,943
"-5998";90,122
"-5997";129,879
"-5996";87,88
"-5995";129,879
"-5994";90,122
"-5993";130,943
"-5992";87,88
"-5991";129,879
"-5990";129,879
"-5989";187,342
"-5988";90,122
"-5987";180,963
"-5986";130,943
"-5985";203,114
"-5984";129,879
"-5983";131,379
"-5982";109,027
"-5981";130,943
"-5980";346,728
"-5979";190,548
"-5978";147,43
"-5977";142,843
"-5976";133,582
"-5975";158,103
"-5974";133,582
"-5973";147,76
"-5972";129,406
"-5971";140,679
"-5970";127,587
"-5969";141,18
"-5968";87,88
"-5967";180,963
"-5966";87,88
"-5965";184,226
"-5964";73,17
"-5963";80,336
"-5962";73,898
"-5961";81,983
"-5960";69,495
"-5959";78,741
"-5958";69,34
"-5957";78,741
"-5956";48,354
"-5955";69,34
"-5954";47,382
"-5953";69,195
"-5952";39,853
"-5951";44,608
"-5950";39,827
"-5949";44,608
"-5948";35,015
"-5947";44,608
"-5946";39,853
"-5945";44,608
"-5944";34,237
"-5943";42,39
"-5942";34,422
"-5941";44,387
"-5940";32,926
"-5939";44,608
"-5938";34,724
"-5937";42,39
"-5936";41,607
"-5935";50,851
"-5934";42,091
"-5933";50,851
"-5932";69,34
"-5931";76,116
"-5930";68,455
"-5929";69,495
"-5928";122,13
"-5927";145,922
"-5926";82,006
"-5925";88,158
"-5924";203,114
"-5923";155,156
"-5922";87,88
"-5921";99,761
"-5920";130,943
"-5919";204,91
"-5918";82,416
"-5917";94,982
"-5916";77,402
"-5915";80,336
"-5914";73,17
"-5913";78,741
"-5912";73,317
"-5911";80,336
"-5910";73,17
"-5909";79,237
"-5908";73,317
"-5907";78,741
"-5906";71,426
"-5905";79,137
"-5904";69,829
"-5903";80,336
"-5902";69,495
"-5901";80,336
"-5900";67,582
"-5899";76,116
"-5898";69,495
"-5897";79,137
"-5896";69,34
"-5895";80,336
"-5894";77,402
"-5893";107,119
"-5892";78,741
"-5891";87,88
"-5890";82,416
"-5889";160,316
"-5888";83,937
"-5887";187,342
"-5886";87,88
"-5885";180,963
"-5884";212,504
"-5883";156,732
"-5882";106,884
"-5881";184,226
"-5880";131,379
"-5879";219,424
"-5878";130,943
"-5877";141,303
"-5876";82,416
"-5875";90,122
"-5874";81,983
"-5873";87,88
"-5872";71,426
"-5871";78,741
"-5870";72,644
"-5869";78,741
"-5868";57,767
"-5867";69,34
"-5866";67,582
"-5865";69,34
"-5864";45,395
"-5863";68,455
"-5862";47,206
"-5861";69,195
"-5860";39,546
"-5859";42,39
"-5858";39,853
"-5857";42,39
"-5856";34,237
"-5855";42,29
"-5854";39,853
"-5853";42,29
"-5852";31,346
"-5851";42,091
"-5850";39,853
"-5849";42,091
"-5848";17,209
"-5847";41,607
"-5846";19,956
"-5845";41,607
"-5844";9,445
"-5843";41,607
"-5842";12,152
"-5841";41,607
"-5840";9,302
"-5839";39,947
"-5838";11,111
"-5837";39,853
"-5836";8,591
"-5835";39,853
"-5834";8,851
"-5833";39,421
"-5832";12,152
"-5831";39,853
"-5830";10,754
"-5829";39,853
"-5828";39,853
"-5827";42,091
"-5826";12,491
"-5825";39,853
"-5824";44,628
"-5823";44,608
"-5822";19,888
"-5821";37,05
"-5820";41,509
"-5819";41,607
"-5818";9,445
"-5817";35,788
"-5816";39,853
"-5815";40,946
"-5814";9,262
"-5813";35,788
"-5812";12,152
"-5811";39,853
"-5810";8,591
"-5809";37,05
"-5808";9,971
"-5807";39,853
"-5806";11,993
"-5805";39,947
"-5804";7,148
"-5803";39,947
"-5802";16,187
"-5801";42,39
"-5800";10,905
"-5799";42,29
"-5798";42,091
"-5797";50,74
"-5796";44,608
"-5795";64,676
"-5794";48,354
"-5793";69,195
"-5792";67,582
"-5791";69,495
"-5790";69,195
"-5789";69,495
"-5788";80,995
"-5787";83,484
"-5786";78,741
"-5785";78,741
"-5784";81,983
"-5783";83,937
"-5782";77,218
"-5781";78,741
"-5780";54,746
"-5779";69,195
"-5778";50,851
"-5777";69,195
"-5776";39,853
"-5775";42,39
"-5774";39,853
"-5773";44,608
"-5772";39,486
"-5771";41,607
"-5770";38,247
"-5769";42,29
"-5768";35,015
"-5767";42,091
"-5766";34,43
"-5765";42,091
"-5764";29,064
"-5763";41,607
"-5762";29,064
"-5761";42,091
"-5760";9,262
"-5759";39,853
"-5758";9,262
"-5757";39,853
"-5756";6,947
"-5755";35,788
"-5754";9,374
"-5753";35,788
"-5752";5,782
"-5751";32,251
"-5750";5,608
"-5749";32,478
"-5748";5,404
"-5747";30,408
"-5746";4,526
"-5745";30,408
"-5744";4,526
"-5743";30,408
"-5742";4,471
"-5741";32,478
"-5740";8,656
"-5739";29,464
"-5738";4,471
"-5737";29,717
"-5736";9,374
"-5735";35,406
"-5734";5,928
"-5733";29,464
"-5732";12,97
"-5731";35,788
"-5730";7,966
"-5729";29,464
"-5728";35,788
"-5727";37,306
"-5726";4,471
"-5725";29,464
"-5724";29,717
"-5723";32,478
"-5722";3,616
"-5721";29,464
"-5720";6,025
"-5719";29,464
"-5718";0,885
"-5717";29,464
"-5716";-0,276
"-5715";21,508
"-5714";-0,916
"-5713";19,572
"-5712";-2,173
"-5711";17,479
"-5710";-2,628
"-5709";16,501
"-5708";-4,306
"-5707";26,503
"-5706";-4,208
"-5705";29,717
"-5704";-4,417
"-5703";29,464
"-5702";9,374
"-5701";35,788
"-5700";9,374
"-5699";39,421
"-5698";22,188
"-5697";41,607
"-5696";44,628
"-5695";51,813
"-5694";44,387
"-5693";45,987
"-5692";76,524
"-5691";78,014
"-5690";68,455
"-5689";68,455
"-5688";69,495
"-5687";73,317
"-5686";67,582
"-5685";69,195
"-5684";41,509
"-5683";44,387
"-5682";40,946
"-5681";44,608
"-5680";32,758
"-5679";41,607
"-5678";31,994
"-5677";42,091
"-5676";29,064
"-5675";41,607
"-5674";20,244
"-5673";42,29
"-5672";17,209
"-5671";42,091
"-5670";18,19
"-5669";41,607
"-5668";7,148
"-5667";37,05
"-5666";6,947
"-5665";37,306
"-5664";-3,826
"-5663";29,464
"-5662";-3,737
"-5661";29,464
"-5660";-6,719
"-5659";11,563
"-5658";-6,851
"-5657";9,723
"-5656";-7,621
"-5655";8,258
"-5654";-7,683
"-5653";6,182
"-5652";5,022
"-5651";5,615
"-5650";-9,754
"-5649";2,961
"-5648";6,971
"-5647";29,464
"-5646";-11,391
"-5645";26,503
"-5644";37,306
"-5643";40,51
"-5642";10,09
"-5641";35,788
"-5640";68,455
"-5639";69,495
"-5638";52,885
"-5637";67,582
"-5636";73,745
"-5635";74,12
"-5634";68,455
"-5633";69,195
"-5632";69,495
"-5631";75,92
"-5630";68,455
"-5629";67,582
"-5628";41,607
"-5627";44,608
"-5626";36,621
"-5625";39,853
"-5624";36,106
"-5623";39,853
"-5622";31,994
"-5621";39,947
"-5620";39,947
"-5619";41,509
"-5618";31,503
"-5617";41,607
"-5616";31,346
"-5615";41,607
"-5614";39,947
"-5613";48,354
"-5612";41,509
"-5611";53,527
"-5610";50,708
"-5609";68,455
"-5608";48,354
"-5607";69,495
"-5606";69,195
"-5605";71,117
"-5604";67,582
"-5603";73,503
"-5602";69,495
"-5601";77,402
"-5600";69,495
"-5599";79,041
"-5598";69,495
"-5597";73,317
"-5596";82,416
"-5595";87,88
"-5594";78,741
"-5593";79,137
"-5592";78,741
"-5591";78,741
"-5590";69,34
"-5589";69,495
"-5588";44,608
"-5587";67,582
"-5586";46,467
"-5585";69,195
"-5584";36,621
"-5583";41,607
"-5582";37,505
"-5581";41,607
"-5580";31,994
"-5579";44,608
"-5578";39,947
"-5577";46,467
"-5576";31,227
"-5575";42,091
"-5574";39,947
"-5573";45,287
"-5572";9,262
"-5571";40,946
"-5570";11,993
"-5569";39,853
"-5568";3,976
"-5567";35,788
"-5566";9,374
"-5565";35,788
"-5564";3,616
"-5563";32,478
"-5562";7,162
"-5561";35,406
"-5560";5,992
"-5559";35,406
"-5558";9,374
"-5557";35,406
"-5556";8,26
"-5555";35,788
"-5554";9,374
"-5553";37,306
"-5552";14,727
"-5551";41,607
"-5550";15,829
"-5549";39,947
"-5548";44,608
"-5547";46,467
"-5546";41,607
"-5545";44,387
"-5544";78,741
"-5543";80,336
"-5542";77,465
"-5541";78,741
"-5540";90,734
"-5539";102,661
"-5538";82,416
"-5537";87,88
"-5536";88,522
"-5535";125,079
"-5534";82,447
"-5533";96,552
"-5532";80,336
"-5531";90,122
"-5530";80,336
"-5529";87,88
"-5528";87,88
"-5527";125,079
"-5526";83,078
"-5525";119,369
"-5524";87,88
"-5523";145,922
"-5522";84,767
"-5521";95,426
"-5520";80,336
"-5519";87,88
"-5518";83,937
"-5517";180,963
"-5516";80,537
"-5515";94,982
"-5514";87,88
"-5513";203,114
"-5512";83,937
"-5511";184,226
"-5510";93,74
"-5509";184,226
"-5508";87,88
"-5507";187,342
"-5506";129,544
"-5505";146,42
"-5504";135,065
"-5503";234,761
"-5502";139,737
"-5501";149,889
"-5500";281,636
"-5499";251,313
"-5498";152,189
"-5497";147,76
"-5496";143,219
"-5495";260,596
"-5494";143,219
"-5493";269,883
"-5492";133,582
"-5491";143,219
"-5490";134,717
"-5489";143,219
"-5488";107,53
"-5487";133,582
"-5486";129,879
"-5485";133,582
"-5484";77,252
"-5483";78,741
"-5482";77,596
"-5481";79,137
"-5480";71,426
"-5479";78,741
"-5478";73,317
"-5477";78,741
"-5476";48,928
"-5475";67,582
"-5474";48,354
"-5473";67,582
"-5472";42,091
"-5471";45,287
"-5470";42,29
"-5469";45,287
"-5468";39,546
"-5467";41,607
"-5466";39,486
"-5465";41,509
"-5464";36,621
"-5463";41,509
"-5462";38,22
"-5461";41,509
"-5460";39,853
"-5459";41,607
"-5458";39,853
"-5457";41,607
"-5456";41,509
"-5455";42,39
"-5454";41,607
"-5453";44,608
"-5452";69,195
"-5451";69,495
"-5450";69,195
"-5449";69,495
"-5448";214,529
"-5447";152,112
"-5446";96,502
"-5445";90,928
"-5444";281,636
"-5443";168,735
"-5442";136,948
"-5441";130,943
"-5440";133,582
"-5439";211,5
"-5438";129,879
"-5437";140,679
"-5436";129,879
"-5435";134,717
"-5434";116,135
"-5433";141,18
"-5432";130,943
"-5431";147,76
"-5430";129,879
"-5429";143,219
"-5428";130,943
"-5427";211,5
"-5426";130,943
"-5425";147,76
"-5424";114,265
"-5423";203,114
"-5422";129,879
"-5421";212,886
"-5420";113,901
"-5419";141,18
"-5418";131,379
"-5417";217,957
"-5416";130,943
"-5415";213,932
"-5414";133,582
"-5413";239,42
"-5412";131,379
"-5411";147,76
"-5410";133,582
"-5409";213,932
"-5408";141,18
"-5407";213,932
"-5406";133,582
"-5405";147,76
"-5404";379,079
"-5403";255,273
"-5402";158,966
"-5401";149,234
"-5400";143,219
"-5399";167,519
"-5398";143,219
"-5397";167,519
"-5396";134,717
"-5395";143,219
"-5394";133,582
"-5393";143,219
"-5392";92,977
"-5391";134,505
"-5390";92,977
"-5389";140,538
"-5388";78,741
"-5387";81,983
"-5386";78,741
"-5385";82,416
"-5384";72,326
"-5383";78,741
"-5382";76,116
"-5381";78,741
"-5380";66,98
"-5379";69,195
"-5378";66,356
"-5377";69,195
"-5376";42,091
"-5375";46,467
"-5374";42,29
"-5373";46,467
"-5372";39,546
"-5371";41,607
"-5370";39,853
"-5369";41,607
"-5368";39,486
"-5367";41,607
"-5366";39,853
"-5365";41,607
"-5364";39,947
"-5363";42,29
"-5362";39,853
"-5361";42,29
"-5360";41,607
"-5359";45,395
"-5358";41,607
"-5357";46,467
"-5356";69,195
"-5355";69,495
"-5354";69,195
"-5353";69,495
"-5352";184,226
"-5351";132,14
"-5350";84,649
"-5349";82,416
"-5348";217,659
"-5347";161,645
"-5346";123,204
"-5345";130,943
"-5344";129,879
"-5343";134,717
"-5342";107,53
"-5341";133,582
"-5340";106,598
"-5339";133,582
"-5338";92,977
"-5337";146,583
"-5336";87,88
"-5335";130,943
"-5334";82,416
"-5333";90,122
"-5332";83,937
"-5331";129,879
"-5330";81,983
"-5329";92,485
"-5328";78,741
"-5327";87,88
"-5326";79,137
"-5325";87,88
"-5324";78,741
"-5323";82,416
"-5322";78,741
"-5321";87,88
"-5320";80,336
"-5319";94,982
"-5318";83,937
"-5317";166,508
"-5316";90,122
"-5315";212,886
"-5314";130,943
"-5313";142,567
"-5312";129,879
"-5311";134,717
"-5310";130,943
"-5309";206,31
"-5308";314,035
"-5307";194,472
"-5306";149,306
"-5305";144,92
"-5304";131,379
"-5303";143,219
"-5302";131,379
"-5301";143,219
"-5300";116,135
"-5299";134,717
"-5298";115,692
"-5297";134,717
"-5296";81,983
"-5295";90,122
"-5294";80,336
"-5293";90,122
"-5292";73,17
"-5291";79,137
"-5290";72,179
"-5289";78,741
"-5288";68,318
"-5287";69,495
"-5286";69,195
"-5285";76,116
"-5284";42,091
"-5283";48,354
"-5282";41,607
"-5281";46,226
"-5280";35,015
"-5279";43,845
"-5278";39,853
"-5277";44,387
"-5276";31,994
"-5275";42,29
"-5274";39,853
"-5273";42,39
"-5272";31,346
"-5271";42,29
"-5270";39,853
"-5269";42,39
"-5268";39,853
"-5267";44,608
"-5266";39,853
"-5265";42,091
"-5264";42,39
"-5263";53,527
"-5262";42,091
"-5261";47,452
"-5260";64,676
"-5259";69,195
"-5258";47,329
"-5257";67,582
"-5256";89,614
"-5255";102,661
"-5254";78,741
"-5253";78,741
"-5252";203,696
"-5251";155,175
"-5250";96,602
"-5249";99,761
"-5248";129,879
"-5247";166,508
"-5246";82,416
"-5245";83,937
"-5244";76,116
"-5243";78,741
"-5242";73,17
"-5241";78,741
"-5240";71,873
"-5239";78,741
"-5238";69,495
"-5237";77,218
"-5236";69,495
"-5235";77,402
"-5234";69,195
"-5233";69,495
"-5232";62,19
"-5231";69,495
"-5230";57,767
"-5229";69,495
"-5228";48,928
"-5227";69,495
"-5226";67,582
"-5225";73,317
"-5224";67,582
"-5223";73,317
"-5222";69,34
"-5221";78,741
"-5220";69,495
"-5219";80,336
"-5218";78,741
"-5217";87,88
"-5216";83,937
"-5215";96,159
"-5214";79,137
"-5213";82,416
"-5212";145,922
"-5211";166,508
"-5210";83,937
"-5209";87,88
"-5208";78,741
"-5207";83,937
"-5206";78,741
"-5205";82,416
"-5204";71,242
"-5203";78,741
"-5202";73,317
"-5201";80,336
"-5200";48,928
"-5199";69,195
"-5198";48,489
"-5197";69,195
"-5196";39,947
"-5195";47,206
"-5194";40,946
"-5193";42,39
"-5192";35,015
"-5191";45,287
"-5190";40,946
"-5189";45,987
"-5188";31,994
"-5187";42,39
"-5186";39,853
"-5185";42,29
"-5184";9,302
"-5183";41,509
"-5182";9,262
"-5181";41,509
"-5180";6,947
"-5179";39,421
"-5178";10,726
"-5177";39,853
"-5176";5,404
"-5175";35,788
"-5174";8,656
"-5173";35,788
"-5172";5,404
"-5171";35,788
"-5170";8,656
"-5169";35,788
"-5168";9,374
"-5167";37,05
"-5166";7,137
"-5165";35,788
"-5164";11,993
"-5163";39,853
"-5162";9,548
"-5161";39,421
"-5160";20,938
"-5159";41,607
"-5158";10,905
"-5157";40,946
"-5156";45,987
"-5155";53,037
"-5154";42,091
"-5153";45,287
"-5152";64,216
"-5151";65,359
"-5150";41,607
"-5149";42,091
"-5148";42,39
"-5147";42,39
"-5146";31,588
"-5145";39,947
"-5144";31,346
"-5143";41,509
"-5142";17,209
"-5141";39,853
"-5140";9,302
"-5139";39,853
"-5138";8,591
"-5137";39,853
"-5136";7,148
"-5135";39,853
"-5134";12,152
"-5133";41,607
"-5132";6,947
"-5131";39,947
"-5130";16,187
"-5129";44,608
"-5128";12,88
"-5127";44,608
"-5126";44,387
"-5125";64,216
"-5124";47,329
"-5123";69,495
"-5122";69,495
"-5121";76,524
"-5120";79,137
"-5119";83,937
"-5118";78,741
"-5117";80,336
"-5116";117,416
"-5115";142,288
"-5114";81,983
"-5113";83,937
"-5112";78,741
"-5111";80,537
"-5110";72,644
"-5109";78,741
"-5108";69,195
"-5107";72,644
"-5106";69,195
"-5105";74,683
"-5104";42,39
"-5103";55,134
"-5102";44,387
"-5101";67,582
"-5100";35,015
"-5099";44,387
"-5098";39,853
"-5097";44,387
"-5096";34,237
"-5095";42,29
"-5094";35,61
"-5093";42,091
"-5092";31,227
"-5091";42,091
"-5090";31,227
"-5089";44,608
"-5088";9,262
"-5087";39,853
"-5086";11,993
"-5085";40,946
"-5084";6,947
"-5083";35,788
"-5082";6,094
"-5081";35,788
"-5080";4,471
"-5079";35,406
"-5078";5,566
"-5077";32,478
"-5076";3,976
"-5075";30,576
"-5074";5,216
"-5073";35,406
"-5072";7,966
"-5071";35,406
"-5070";5,928
"-5069";32,478
"-5068";7,162
"-5067";35,788
"-5066";7,162
"-5065";32,478
"-5064";7,162
"-5063";35,788
"-5062";8,656
"-5061";35,788
"-5060";19,489
"-5059";39,853
"-5058";8,26
"-5057";35,788
"-5056";39,853
"-5055";42,29
"-5054";11,919
"-5053";39,853
"-5052";42,091
"-5051";44,608
"-5050";13,59
"-5049";41,509
"-5048";42,091
"-5047";44,608
"-5046";10,999
"-5045";41,607
"-5044";42,29
"-5043";46,029
"-5042";41,509
"-5041";45,287
"-5040";41,509
"-5039";48,354
"-5038";41,607
"-5037";49,571
"-5036";24,636
"-5035";45,395
"-5034";41,607
"-5033";53,527
"-5032";41,607
"-5031";59,877
"-5030";45,987
"-5029";67,582
"-5028";45,287
"-5027";69,195
"-5026";67,582
"-5025";71,117
"-5024";73,503
"-5023";76,524
"-5022";69,195
"-5021";74,683
"-5020";91,96
"-5019";102,661
"-5018";80,336
"-5017";81,983
"-5016";80,336
"-5015";83,937
"-5014";78,741
"-5013";83,937
"-5012";69,495
"-5011";77,596
"-5010";69,495
"-5009";77,402
"-5008";47,329
"-5007";69,195
"-5006";47,206
"-5005";69,195
"-5004";41,607
"-5003";47,452
"-5002";42,091
"-5001";52,049
"-5000";41,607
"-4999";48,354
"-4998";41,607
"-4997";48,354
"-4996";36,621
"-4995";42,39
"-4994";38,394
"-4993";42,39
"-4992";32,758
"-4991";42,39
"-4990";39,853
"-4989";44,608
"-4988";31,503
"-4987";42,39
"-4986";39,853
"-4985";45,287
"-4984";31,346
"-4983";42,39
"-4982";39,853
"-4981";44,608
"-4980";31,346
"-4979";42,29
"-4978";39,853
"-4977";42,39
"-4976";42,29
